product_name @ features @ price @ link@ itemcode @ description 
Lenovo V530Z i5-8400-8GB-1TB All in One PC@Μοντέλο Επεξεργαστή: Intel Core i5-8400T    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : SSD    -   Χωρητικότητα Δίσκου: 256 GB    -   Κάρτα Γραφικών: Intel UHD Graphics 630@998.20 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/193176-lenovo-v530z-i5-8400/8gb/1tb@193176@Ο AIO V530Z αντιπροσωπεύει το ιδανικό PC για το σπίτι. Με οθόνη infinity χωρίς πλαίσιο βελτιωμένη απόδοση και την τελευταία τεχνολογία Wi-Fi ο AIO V530Z είναι ιδανικός τόσο ως προς το σχεδιασμό όσο και ως προς τη λειτουργικότητα.
HP Pavilion 595-p0003nv Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i7-8700    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 1000 GB & 128 GB    -   Κάρτα Γραφικών: NVIDIA GeForce GT 1030 @999.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/190396-hp-pavilion-595-p0003nv@190396@Desktop PC HP Pavilion 595-p0003nv με επεξεργαστή Intel Core i7 8ης γενιάς χρονισμένο στα 3.20 GHz μνήμη RAM 8GB σκληρό δίσκο 1TB SSD 128GB και κάρτα γραφικών Nvidia GeForce GT 1030 με 2GB μνήμη.
Apple Mac Mini i3-128GB 2018@Μοντέλο Επεξεργαστή: Intel Core i3 Quad Core (8th Gen)    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : PCIe-based onboard flash storage    -   Χωρητικότητα Δίσκου: 128 GB    -   Κάρτα Γραφικών: Intel UHD Graphics 630@999.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/192915-apple-mac-mini-i3/128gb-2018@192915@Το αγαπημένο Mac mini διαθέτει τετραπύρηνο επεξεργαστή ταχύτερη μνήμη 8GB και εντυπωσιακά γρήγορη all-flash αποθήκευση προσφέροντας πέντε φορές μεγαλύτερη απόδοση.
HP Pavilion 690-0003nv Gaming Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i5-8400     -   RAM Memory : 8 GB     -   Τύπος Δίσκου : SSD    -   Χωρητικότητα Δίσκου: 256 GB    -   Κάρτα Γραφικών: NVIDIA GeForce GTX 1060 @1049.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/190397-hp-pavilion-690-0003nv-gaming@190397@"Το HP Pavilion Gaming Desktop έχει ως στόχο την ομαλή απόδοση και τα ευκρινή γραφικά που ""τυλίγονται"" με έναν τολμηρό σχεδιασμό. Προσφέρει την πιο σύγχρονη τεχνολογία καθώς και τη δυνατότητα αναβάθμισης διατηρώντας την απόδοσή του πάντα στην κορυφή. Ετοιμάσου να παίξεις με ένα πανίσχυρο στιλ σήμερα αλλά και για τα επόμενα χρόνια."
MSI Infinite 8RB 255EU i5-8400-GTX1050Ti-128GB&1TB-8GB Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i5-8400    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 1000 GB & 128 GB    -   Κάρτα Γραφικών: Nvidia GeForce GTX 1050Ti@1119.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/191356-msi-infinite-8rb-255eu-i5-8400/gtx1050ti/128gb%261tb/8gb@191356@Ασύγκριτο σε απόδοση και design το Gaming Desktop Infinite της MSI βρίσκεται στην κορυφή των Gaming Desktop είναι εξοπλισμένο με 8ης γενιάς Intel Core i5-8400 επεξεργαστή και GTX 1050Ti κάρτα γραφικών με 4GΒ αυτόνομη μνήμη VR Ready Technology υπερσύγχρονο σύστημα ψύξης Silent Storm Cooling 2 και τις δυνατότερες τεχνολογίες στον ήχο υπόσχεται απεριόριστες Gaming εμπειρίες ικανοποιώντας και τις πλέον απαιτητικές εξ αυτών.
Infinity Gear Model 3 Plus Rev.2 Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i3 8100 (360 GHz)    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 1000 GB & 250 GB    -   Κάρτα Γραφικών: nVidia GeForce GTX 1070@1249.00 € από 1499.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/188489-infinity%20gear-model-3-plus-rev.2@188489@Το Model 3 Plus Rev.2 είναι ένα σύστημα υψηλών επιδόσεων με ξεκάθαρο gaming χαρακτήρα. Η custom υλοποίηση της GeForce GTX 1070 8GB της Gigabyte o υδρόψυκτος 8ης γενιάς τετραπύρηνος Intel 8100 στα 36GHz τα σωστά επιλεγμένα υποσυστήματα και ο σχολαστικός έλεγχος σταθερότητας εξασφαλίζουν την gaming εμπειρία που αναζητάς.
Infinity Gear Model 3 Rev.2 Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i3 8100 (360 GHz)    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 1000 GB & 250 GB    -   Κάρτα Γραφικών: nVidia GeForce GTX 1060@1249.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/188487-infinity%20gear-model-3-rev.2@188487@Το Model 3 Rev.2 είναι ένα σύστημα υψηλών επιδόσεων με ξεκάθαρο gaming χαρακτήρα. Η custom υλοποίηση της GeForce GTX 1060 της Gigabyte o υδρόψυκτος 8ης γενιάς τετραπύρηνος Intel 8100 στα 36GHz τα σωστά επιλεγμένα υποσυστήματα και ο σχολαστικός έλεγχος σταθερότητας εξασφαλίζουν την gaming εμπειρία που αναζητάς.
MSI Aegis 3 i5-8400-8GB-2TB&256GB-6GB Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i5 8400    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 2000 GB & 256 GB    -   Κάρτα Γραφικών: GTX 1060 6GB GDDR5@1339.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/191701-msi-aegis-3-i5-8400/8gb/2tb%26256gb/6gb@191701@Ασύγκριτη σε απόδοση και design η σειρά AEGIS της MSI βρίσκεται στην κορυφή των Gaming Desktop και απευθύνεται σ' αυτούς που απαιτούν τα πάντα για το Gaming. Εξοπλισμένο με GTX 1060 κάρτα γραφικών με 6GΒ αυτόνομη μνήμη και VR READY Technology υπερσύγχρονο σύστημα ψύξης Silent Storm Cooling και τις υψηλότερες τεχνολογίες στο ήχο υπόσχεται απεριόριστες Gaming εμπειρίες ικανοποιώντας και τις πλέον απαιτητικές εξ αυτών.
Infinity Gear Model 3S Rev.2 Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i3 8100 (360 GHz)    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 1000 GB & 250 GB    -   Κάρτα Γραφικών: nVidia GeForce GTX 1060@1349.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/188488-infinity%20gear-model-3s-rev.2@188488@Το Model 3S Rev.2 είναι ένα σύστημα υψηλών επιδόσεων με ξεκάθαρο gaming χαρακτήρα. Η custom υλοποίηση της GeForce GTX 1060 6GB της Gigabyte o υδρόψυκτος 8ης γενιάς τετραπύρηνος Intel 8100 στα 36GHz τα σωστά επιλεγμένα υποσυστήματα και ο σχολαστικός έλεγχος σταθερότητας εξασφαλίζουν την gaming εμπειρία που αναζητάς.
HP Pavilion 27-xa0000nv All in One PC@Μοντέλο Επεξεργαστή: Intel Core i7-8700T     -   RAM Memory : 8 GB     -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 1000 GB & 128 GB    -   Κάρτα Γραφικών: NVIDIA GeForce 130MX @1349.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/190402-hp-pavilion-27-xa0000nv@190402@Φέρε τον ψηφιακό κόσμο στο κέντρο του σπιτιού σου με την εντυπωσιακή σχεδίαση του υπολογιστή Pavilion All-in-One. Η ενσωματωμένη αναδυόμενη κάμερα προστατεύει ότι είναι πιο σημαντικό έτσι ώστε να μπορείς να δημιουργείς να δουλεύεις και να παίζεις με σιγουριά και ασφάλεια.
MSI Infinite 8RC 257EU i5-8400-GTX1060-256GB&2TB-8GB Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i5-8400    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 2000 GB & 256 GB    -   Κάρτα Γραφικών: GTX 1060 Gaming 6GB GDDR5@1399.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/190791-msi-infinite-8rc-257eu-i5-8400/gtx1060/256gb%262tb/8gb@190791@Ασύγκριτο σε απόδοση και design το Gaming Desktop Infinite της MSI βρίσκεται στην κορυφή των Gaming Desktop είναι εξοπλισμένο με 8ης γενιάς Intel Core i5-8400 επεξεργαστή και GTX 1060 κάρτα γραφικών με 6GΒ αυτόνομη μνήμη VR Ready Technology υπερσύγχρονο σύστημα ψύξης Silent Storm Cooling 2 και τις δυνατότερες τεχνολογίες στον ήχο υπόσχεται απεριόριστες Gaming εμπειρίες ικανοποιώντας και τις πλέον απαιτητικές εξ αυτών.
Apple Mac Mini i5-256GB 2018@Μοντέλο Επεξεργαστή: Intel Core i5 Exa Core (8th Gen)    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : PCIe-based onboard flash storage    -   Χωρητικότητα Δίσκου: 256 GB    -   Κάρτα Γραφικών: Intel UHD Graphics 630@1399.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/192916-apple-mac-mini-i5/256gb-2018@192916@Το αγαπημένο Mac mini διαθέτει εξαπύρηνο επεξεργαστή ταχύτερη μνήμη 8GB και εντυπωσιακά γρήγορη all-flash αποθήκευση προσφέροντας πέντε φορές μεγαλύτερη απόδοση.
"Apple iMac 21.5"" i5-8GB-1TB-Iris All in One PC"@Μοντέλο Επεξεργαστή: Intel Core i5 Dual-core (2.3GHz)    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : HDD    -   Χωρητικότητα Δίσκου: 1000 GB    -   Κάρτα Γραφικών: Intel Iris Plus Graphics 640@1459.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/174859-apple-imac-21.5-i5/8gb/1tb/iris@174859@Το iMac με οθόνη 21.5 ιντσών είναι ο πιο ισχυρός iMac που κατασκευάστηκε ποτέ με i5 επεξεργαστή χρονισμένο στα 2.30 GHz 8 GB μνήμη 1000 GB χωρητικότητα και λειτουργικό σύστημα macOS Sierra.
MSI Infinite 8RC 258EU i7-8700-16GB-128GB&1TB-1060 6GB Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i7-8700    -   RAM Memory : 16 GB    -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 1000 GB & 128 GB    -   Κάρτα Γραφικών: GTX 1060 Gaming@1559.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/191700-msi-infinite-8rc-258eu-i7-8700/16gb/128gb%261tb/1060-6gb@191700@Ασύγκριτο σε απόδοση και design το Gaming Desktop Infinite της MSI βρίσκεται στην κορυφή των Gaming Desktop είναι εξοπλισμένο με 8ης γενιάς Intel Core i7-8700 επεξεργαστή και Nvidia GTX 1060 κάρτα γραφικών με 6GΒ αυτόνομη μνήμη VR Ready Technology υπερσύγχρονο σύστημα ψύξης Silent Storm Cooling 2 και τις δυνατότερες τεχνολογίες στο ήχο υπόσχεται απεριόριστες Gaming εμπειρίες ικανοποιώντας και τις πλέον απαιτητικές εξ αυτών.
Lenovo V530Z i5-8400T-8GB-256GB All in One PC@Μοντέλο Επεξεργαστή: Intel Core i5-8400T    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : SSD    -   Χωρητικότητα Δίσκου: 256 GB    -   Κάρτα Γραφικών: Intel UHD Graphics 630@1562.40 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/193177-lenovo-v530z-i5-8400t/8gb/256gb@193177@Ο AIO V530Z αντιπροσωπεύει το ιδανικό PC για το σπίτι. Με οθόνη infinity χωρίς πλαίσιο βελτιωμένη απόδοση και την τελευταία τεχνολογία Wi-Fi ο AIO V530Z είναι ιδανικός τόσο ως προς το σχεδιασμό όσο και ως προς τη λειτουργικότητα.
HP Pavilion 27-xa0002nv All in One PC@Μοντέλο Επεξεργαστή: Intel Core i7-8700T     -   RAM Memory : 16 GB    -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 1000 GB & 128 GB    -   Κάρτα Γραφικών: nVidia GTX 1050 @1569.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/190404-hp-pavilion-27-xa0002nv@190404@Ο υπολογιστής HP Pavilion All-in-One 27-xa0002nv φέρνει τον ψηφιακό κόσμο στο κέντρο του σπιτιού σου με ενσωματωμένη αναδυόμενη κάμερα που έχει σχεδιαστεί για να προστατεύει ότι είναι πιο σημαντικό.
HP Pavilion 27-xa0003nv All in One PC@Μοντέλο Επεξεργαστή: Intel Core i7-8700T     -   RAM Memory : 8 GB     -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 1000 GB & 128 GB    -   Κάρτα Γραφικών: NVIDIA GeForce GTX 1050 @1649.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/190405-hp-pavilion-27-xa0003nv@190405@Ο υπολογιστής HP Pavilion All-in-One 27-xa0003nv φέρνει τον ψηφιακό κόσμο στο κέντρο του σπιτιού σου με ενσωματωμένη αναδυόμενη κάμερα που έχει σχεδιαστεί για να προστατεύει ότι είναι πιο σημαντικό.
MSI Aegis 3 i7-8700-16GB-2TB&256GB-6GB Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i7-8700    -   RAM Memory : 16 GB    -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 2000 GB & 256 GB    -   Κάρτα Γραφικών: NVIDIA GTX 1060 GDDR5@1669.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/189979-msi-aegis-3-i7-8700/16gb/2tb%26256gb/6gb@189979@Ασύγκριτη σε απόδοση και design η σειρά AEGIS της MSI βρίσκεται στην κορυφή των Gaming Desktop και απευθύνεται σ' αυτούς που απαιτούν τα πάντα για το Gaming. Εξοπλισμένο με GTX 1060 κάρτα γραφικών με 6GΒ αυτόνομη μνήμη και VR READY Technology υπερσύγχρονο σύστημα ψύξης Silent Storm Cooling και τις υψηλότερες τεχνολογίες στο ήχο υπόσχεται απεριόριστες Gaming εμπειρίες ικανοποιώντας και τις πλέον απαιτητικές εξ αυτών.
MSI Infinite 8RC 259EU i7-8700-16GB-256GB&2TB-1060 6GB Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i7-8700    -   RAM Memory : 16 GB    -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 2000 GB & 256 GB    -   Κάρτα Γραφικών: GTX 1060 Gaming@1669.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/191697-msi-infinite-8rc-259eu-i7-8700/16gb/256gb%262tb/1060-6gb@191697@Ασύγκριτο σε απόδοση και design το Gaming Desktop Infinite της MSI βρίσκεται στην κορυφή των Gaming Desktop είναι εξοπλισμένο με 8ης γενιάς Intel Core i7-8700 επεξεργαστή και Nvidia GTX 1060 κάρτα γραφικών με 6GΒ αυτόνομη μνήμη VR Ready Technology υπερσύγχρονο σύστημα ψύξης Silent Storm Cooling 2 και τις δυνατότερες τεχνολογίες στο ήχο υπόσχεται απεριόριστες Gaming εμπειρίες ικανοποιώντας και τις πλέον απαιτητικές εξ αυτών.
"Apple iMac Retina 4K 21.5"" i5-8GB-1TB-2G All in One PC"@Μοντέλο Επεξεργαστή: Intel Core i5 (3.00 GHz) με Turbo Boost (έως 3.50 GHz)    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : HDD    -   Χωρητικότητα Δίσκου: 1000 GB    -   Κάρτα Γραφικών: Radeon Pro 555@1699.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/174860-apple-imac-retina-4k-21.5-i5/8gb/1tb/2g@174860@Το iMac με οθόνη Retina 4K 21.5 ιντσών είναι ο πιο ισχυρός iMac που κατασκευάστηκε ποτέ με  i5 επεξεργαστή χρονισμένο στα 3.00 GHz 8 GB μνήμη 1000 GB χωρητικότητα και λειτουργικό σύστημα macOS Sierra.
"Apple iMac Retina 4K 21.5"" i5-8GB-1TB-4GB All in One PC"@Μοντέλο Επεξεργαστή: Intel Core i5 Quad core (3.4GHz)    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : Fusion    -   Χωρητικότητα Δίσκου: 1000 GB    -   Κάρτα Γραφικών: Radeon Pro 560 @1919.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/174861-apple-imac-retina-4k-21.5-i5/8gb/1tb/4gb@174861@Το iMac με οθόνη Retina 4K 21.5 ιντσών είναι ο πιο ισχυρός iMac που κατασκευάστηκε ποτέ με i5 επεξεργαστή χρονισμένο στα 3.00 GHz 8 GB μνήμη 1000 GB χωρητικότητα και λειτουργικό σύστημα macOS Sierra.
HP Omen 875-0009NV Obelisk i7-8700-16GB-1T&128GB-RTX2070 Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i7-8700 6 Core     -   RAM Memory : 16 GB    -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 1000 GB & 128 GB    -   Κάρτα Γραφικών: NVIDIA GeForce RTX 2070 @1999.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/191823-hp-omen-875-0009nv-obelisk-i7-8700/16gb/1t%26128gb/rtx2070@191823@Μην αφήσεις τίποτα να σε εμποδίσει από την κορυφαία απόδοση στο παιχνίδι. Με τα πιο πρόσφατα εξαρτήματα στον κλάδο δυνατότητα αναβάθμισης συμβατή με ATX και σχεδίαση την οποία μπορείς να εξατομικεύσεις ο OMEN Obelisk προσφέρει απόδοση για την επίτευξη νέων ρεκόρ.
Lenovo ThinkSmart Hub 500 Skype Room System@Μοντέλο Επεξεργαστή: Intel Core i5-7500T    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : SSD    -   Χωρητικότητα Δίσκου: 128 GB    -   Κάρτα Γραφικών: Intel HD Graphics 630@2046.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/193027-lenovo-thinksmart-hub-500@193027@Το ThinkSmart Hub 500 είναι μια συσκευή Skype Room System που είναι ειδικά σχεδιασμένη για πιο αποτελεσματικές συναντήσεις. Άκουσε τους συνομιλητές σου δυνατά και ξεκάθαρα.
"Apple iMac Retina 5K 27"" i5-8GB-1TB-4GB All in One PC"@Μοντέλο Επεξεργαστή: Intel Core i5 Quad-core (3.4GHz)     -   RAM Memory : 8 GB     -   Τύπος Δίσκου : Fusion    -   Χωρητικότητα Δίσκου: 1000 GB    -   Κάρτα Γραφικών: Radeon Pro 570@2399.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/174862-apple-imac-retina-5k-27-i5/8gb/1tb/4gb@174862@Το iMac με οθόνη Retina 5K 27 ιντσών είναι ο πιο ισχυρός iMac που κατασκευάστηκε ποτέ με i5 επεξεργαστή χρονισμένο στα 3.40 GHz 8 GB μνήμη 1000 GB χωρητικότητα και λειτουργικό σύστημα macOS Sierra.
"Apple iMac Retina 5K 27"" i5-8GB-1TB-4GB All in One PC"@Μοντέλο Επεξεργαστή: Intel Core i5 Quad-core (3.5GHz)    -   RAM Memory : 8 GB     -   Τύπος Δίσκου : Fusion    -   Χωρητικότητα Δίσκου: 1000 GB    -   Κάρτα Γραφικών: Radeon Pro 575@2599.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/174863-apple-imac-retina-5k-27-i5/8gb/1tb/4gb@174863@Το iMac με οθόνη Retina 5K 27 ιντσών είναι ο πιο ισχυρός iMac που κατασκευάστηκε ποτέ με i5 επεξεργαστή χρονισμένο στα 3.50 GHz 8 GB μνήμη 1000 GB χωρητικότητα και λειτουργικό σύστημα macOS Sierra.
"Apple iMac Retina 5K 27"" i5 3.8-8GB-2TB-8GB All in One PC"@Μοντέλο Επεξεργαστή: Intel Core i5 Quad-core (3.8GHz)     -   RAM Memory : 8 GB     -   Τύπος Δίσκου : Fusion    -   Χωρητικότητα Δίσκου: 2000 GB    -   Κάρτα Γραφικών: Radeon Pro 580@2989.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/174864-apple-imac-retina-5k-27-i5-3.8/8gb/2tb/8gb@174864@Το iMac με οθόνη Retina 5K 27 ιντσών είναι ο πιο ισχυρός iMac που κατασκευάστηκε ποτέ με i5 επεξεργαστή χρονισμένο στα 3.80 GHz 8 GB μνήμη 2000 GB χωρητικότητα και λειτουργικό σύστημα macOS Sierra.
Infinity Gear Model 7 RTX Anniversary Edition Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i7-8086K    -   RAM Memory : 16 GB    -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 4000 GB & 500GB    -   Κάρτα Γραφικών: nVidia GeForce RTX 2080@2999.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/191904-infinity%20gear-model-7-rtx-anniversary-edition@191904@Σαράντα χρόνια μετά τον ιστορικά σημαντικότερο x86 επεξεργαστή και παράλληλα με το πρώτο ουσιαστικό βήμα της nVidia προς το real-time ray tracing το Model 7 RTX Anniversary Edition της Infinity Gear αποτελεί με σιγουριά το πιο προηγμένο gaming σύστημα που μπορείς να αγοράσεις σήμερα.
Infinity Gear Mainframe 6 Desktop PC@Μοντέλο Επεξεργαστή: AMD Ryzen Threadripper 2950X    -   RAM Memory : 32 GB     -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 4000 GB & 500GB    -   Κάρτα Γραφικών: nVidia GeForce RTX 2080@4199.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/193042-infinity%20gear-mainframe-6@193042@Μετά από μια δεκαετία που σφραγίστηκε από την νόρμα των τετραπύρηνων επεξεργαστών το Mainframe 6 με τον Threadripper 2950X και τους 32 λογικούς πυρήνες του σηματοδοτεί τη νέα εποχή. Εξοπλισμένο με την GeForce RTX 2080 και με 32GB μνήμης DDR4 το σύστημα της Infinity Gear έρχεται να αλλάξει όσα ξέρεις για τους προσωπικούς υπολογιστές.
Apple Mac Pro 8-Core XEON-16-256-D700 GR Desktop PC@Μοντέλο Επεξεργαστή: 3.0GHz 8-Core Intel Xeon E5    -   RAM Memory : 16 GB    -   Τύπος Δίσκου : PCIe-based onboard flash storage    -   Χωρητικότητα Δίσκου: 256 GB    -   Κάρτα Γραφικών: Dual AMD FirePro D700 επεξεργαστές γραφικών με 6GB GDDR5 VRAM@5149.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/173604-apple-mac-pro-8-core-xeon/16/256/d700-gr@173604@Κατασκευασμένος με οκταπύρηνο επεξεργαστή Intel Xeon E5 νέας γενιάς με δύο κάρτες γραφικών AMD FirePro χώρο αποθήκευσης flash με PCI Express Thunderbolt 2 υψηλής απόδοσης 16GB μνήμη και υποστήριξη βίντεο με ανάλυση 4K ο νέος Mac Pro εγγυάται απόδοση αιχμής σε όλα τα επίπεδα σε πολύ μικρό μέγεθος.
Infinity Gear Mainframe 8 Desktop PC@Μοντέλο Επεξεργαστή: AMD Ryzen Threadripper 2990WX    -   RAM Memory : 32 GB     -   Τύπος Δίσκου : HDD & SSD    -   Χωρητικότητα Δίσκου: 4000 GB & 500GB    -   Κάρτα Γραφικών: nVidia GeForce RTX 2080@5499.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/193043-infinity%20gear-mainframe-8@193043@Μετά από μια δεκαετία που σφραγίστηκε από την νόρμα των τετραπύρηνων επεξεργαστών το Mainframe 8 με τον Threadripper 2990WX και τους 64 λογικούς πυρήνες του σηματοδοτεί τη νέα εποχή. Εξοπλισμένο με την GeForce RTX 2080 και με 32GB μνήμης DDR4 το σύστημα της Infinity Gear έρχεται να αλλάξει όσα ξέρεις για τους προσωπικούς υπολογιστές.
"Apple iMac Pro Retina 5K 27"" 8cXeon-32GB All in One PC"@Μοντέλο Επεξεργαστή: 8-Core 3.2GHz Intel Xeon W    -   RAM Memory : 32 GB     -   Τύπος Δίσκου : SSD    -   Χωρητικότητα Δίσκου: 1000 GB    -   Κάρτα Γραφικών: Vega 56 Radeon Pro@5999.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/182057-apple-imac-pro-retina-5k-27-8cxeon/32gb@182057@O iMac Pro αποτελεί μια εντελώς νέα γενιά επιτραπέζιων υπολογιστών για τους επαγγελματίες με τις πιο απαιτητικές εργασίες. Διαθέτει νέα δυναμική εμφάνιση και είναι ο πιο ισχυρός και γρήγορος Mac με Xeon επεξεργαστή και ασυναγώνιστη 5Κ Retina οθόνη 27 ιντσών. Ο iMac Pro προσφέρει εκπληκτική απόδοση για προηγμένη επεξεργασία γραφικών δημιουργία περιεχομένου εικονικής πραγματικότητας και 3D rendering σε πραγματικό χρόνο.
Quest ME J1800 2.41GHz-500GB-4GB W10 Desktop PC@Μοντέλο Επεξεργαστή: Intel Celeron J1800    -   RAM Memory : 4 GB     -   Τύπος Δίσκου : HDD    -   Χωρητικότητα Δίσκου: 500 GB    -   Κάρτα Γραφικών: Ενσωματωμένη@329.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/182708-quest-me-j1800-2.41ghz/500gb/4gb-w10@182708@Ο σταθερός υπολογιστής Quest ME J1800 με επεξεργαστή Intel Celeron (2.40GHz) μνήμη RAM 4GB DDR3 και σκληρό δίσκο χωρητικότητας 500GB είναι ιδανικός για το σπίτι και το γραφείο.
Apple Mac mini MGEM2GU-A Desktop PC@Μοντέλο Επεξεργαστή: Intel Core i5 dual-core 1.4GHz Turbo boost 2.7GHz with 3MB on-chip shared L3 cache    -   RAM Memory : 4 GB     -   Τύπος Δίσκου : HDD    -   Χωρητικότητα Δίσκου: 500 GB    -   Κάρτα Γραφικών: Intel HD Graphics 5000@454.00 € από 649.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/desktops-mac-all-in-one/146057-apple-mac-mini-mgem2gu/a@146057@To Mac Mini  5000MGEM2GUA είναι ένα desktop με χωρητικότητα δίσκου 500GB τετραπύρηνο επεξεργαστή Intel Core i5 1.40GHz και κάρτα γραφικών Intel HD Graphics 5000 που προσφέρουν γρήγορες ταχύτητες.
